,0
0,0.4800794281595063
1,0.44384352396256915
2,0.3034726598950556
3,1.566785905261446
4,4.568293698503218
5,63.72000352180704
6,62.9318383553941
7,8.938114262049089
8,9.288806459072207
9,14.883650342459726
10,6.774409112407194
11,4.497163134080333
12,9.202106370857484
13,0.18302949209348748
14,28.500228
15,2.7184633701677865
16,4.6925594482448485
17,0.18302949209348748
18,7.30042673136742
19,35.10233051527149
20,21.90892748099222
21,27.853643291767778
22,27.76409997494664
23,28.956002727721657
24,28.951681451715373
25,12.57565813198053
26,12.57565813198053
27,15.482607056096981
28,10.04739693033932
29,10.04739693033932
30,32.975023924029045
31,69.20645770634759
32,39.702665745534816
33,39.702665745534816
34,28.500228
35,4.259128430092378
36,8.1986580026588
37,9.121859207492108
38,11.310034820319125
39,4.929543295285378
40,10.577049254057252
41,5.957974969823867
42,1.3917721681894994
43,59.32141584118022
44,0.44283268289064326
45,0.09847781537007459
46,2.8927635783134784
47,0.30462852790376105
48,3.1024690364334924
49,63.17817411504248
50,21.022978705545704
51,14.268597901357548
52,11.347838391574363
53,11.347838391574363
54,2.2362997100487365
55,70.40644381393712
56,61.31146324142916
57,6.0734714819683076
58,4.979409782079738
59,5.088716641706437
60,5.0984464363029485
61,3.761759957887023
62,3.3972514181605136
63,4.131898442133515
64,4.216457755300966
65,3.219232248861832
66,0.6161077280947462
67,0.6184569743897573
68,0.5440735615982241
69,1.6972719791552946
70,62.83325051833684
71,62.92301217561085
72,7.976531514778212
73,60.92645189138399
74,1.0296873614188071
75,6.553700939926998
76,18.307227230105777
77,17.01235939830997
78,1.6273824182395829
79,8.90316687481393
80,17.778503364453456
81,16.77866613508524
82,10.311311980182552
83,4.554907958601153
84,8.430528293159202
85,8.90316687481393
86,3.296297743041616
87,11.092717296299632
88,0.12167811163706684
89,0.9025146938727646
90,1.0553402659954039
91,15.553798146474998
92,84.0158533106522
93,80.01800194514556
94,7.712826811271213
95,15.438151189637365
96,81.5403744720486
97,81.5403744720486
98,81.54163994573955
99,0.33081491072237057
100,1.3151804238080798
101,216.60000000000002
102,9.744997447617932
103,11.592926992919779
104,11.603014434606205
105,19.022612688985916
106,13.351952773750511
107,1.0737429034922652
108,46.000742320526086
109,44.5017319153437
110,44.5017319153437
111,28.326872881278796
112,17.547395848507204
113,109.46965166666602
114,109.46965166666602
115,20.51926713214251
116,20.52224936595129
117,3.8014936635233263
118,18.41446436801853
119,18.404380476669136
120,62.509131484354256
121,63.31036702866665
122,21.102167845384983
123,216.60000000000002
124,216.60000000000002
125,0.34947680918231183
126,0.7106756541148448
127,0.7255055308627909
128,0.05048812747196117
129,3.843768329636426
130,5.014243308395136
131,7.717603022523146
132,2.8727037693429107
133,6.741856638806224
134,7.492890890010438
135,7.758478626208558
136,1.9507744246116279
137,1.2794428951260688
138,79.73608129335004
139,14.690562779494911
140,6.599311309434351
141,13.749592028961827
142,36.30374945653212
143,14.671089092541463
144,9.082152950939431
145,15.977369504068285
146,17.793698340661972
147,36.60263268443099
148,0.29092641929758206
149,0.4874830010257409
150,1.0976940663058743
151,0.42452284929119244
152,0.6430612602342505
153,0.40599356252593466
154,0.45544637123410314
155,0.4617405204258394
156,0.24173212204447508
157,0.24173212204447508
158,0.29995301819618353
159,2.367644167337018
160,0.3549682623356981
161,0.36495042482250245
162,3.073112680859231
163,0.10442269286534227
164,3.6484616975608253
165,0.43698173360886894
166,1.1412182101267927
167,0.5221398788878321
168,1.2351156497122293
